tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1085,6/30/2016 23:54:57,7/1/2016 00:13:02,477,W 41 St & 8 Ave,40.75640548,-73.9900262,497,E 17 St & Broadway,40.73704984,-73.99009296,19749,Subscriber,1981,1
447,6/30/2016 23:54:58,7/1/2016 00:02:25,3159,W 67 St & Broadway,40.77492513,-73.98266566,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,25501,Subscriber,1983,1
1998,6/30/2016 23:55:01,7/1/2016 00:28:20,532,S 5 Pl & S 4 St,40.710451,-73.960876,3052,Lewis Ave & Madison St,40.686312,-73.935775,17231,Subscriber,1978,1
1600,6/30/2016 23:55:06,7/1/2016 00:21:46,325,E 19 St & 3 Ave,40.73624527,-73.98473765,423,W 54 St & 9 Ave,40.76584941,-73.98690506,16440,Subscriber,1961,1
133,6/30/2016 23:55:06,6/30/2016 23:57:19,385,E 55 St & 2 Ave,40.75797322,-73.96603308,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,19942,Subscriber,1986,1
1079,6/30/2016 23:55:07,7/1/2016 00:13:07,433,E 13 St & Avenue A,40.72955361,-73.98057249,278,Concord St & Bridge St,40.69766564,-73.98476437,22701,Subscriber,1985,1
518,6/30/2016 23:55:15,7/1/2016 00:03:53,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,388,W 26 St & 10 Ave,40.749717753,-74.002950346,21251,Subscriber,1985,1
818,6/30/2016 23:55:20,7/1/2016 00:08:59,474,5 Ave & E 29 St,40.7451677,-73.98683077,428,E 3 St & 1 Ave,40.72467721,-73.98783413,23366,Subscriber,1988,1
396,6/30/2016 23:55:21,7/1/2016 00:01:57,278,Concord St & Bridge St,40.69766564,-73.98476437,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,23215,Subscriber,1991,2
1095,6/30/2016 23:55:23,7/1/2016 00:13:39,497,E 17 St & Broadway,40.73704984,-73.99009296,499,Broadway & W 60 St,40.76915505,-73.98191841,23784,Subscriber,1981,1
1242,6/30/2016 23:55:22,7/1/2016 00:16:05,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,25688,Customer,,0
2947,6/30/2016 23:55:25,7/1/2016 00:44:33,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,22703,Customer,,0
1615,6/30/2016 23:55:26,7/1/2016 00:22:21,2003,1 Ave & E 18 St,40.7338121919663,-73.9805442094803,477,W 41 St & 8 Ave,40.75640548,-73.9900262,25300,Subscriber,1967,1
2437,6/30/2016 23:55:32,7/1/2016 00:36:10,394,E 9 St & Avenue C,40.72521311,-73.97768752,445,E 10 St & Avenue A,40.72740794,-73.98142006,17181,Customer,,0
314,6/30/2016 23:55:34,7/1/2016 00:00:48,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,401,Allen St & Rivington St,40.72019576,-73.98997825,21977,Subscriber,1983,1
481,6/30/2016 23:55:38,7/1/2016 00:03:39,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3156,E 72 St & York Ave,40.76663814,-73.95348296,24362,Subscriber,1987,2
426,6/30/2016 23:55:39,7/1/2016 00:02:46,3114,India St & East River,40.73165141,-73.96161892,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,17430,Customer,,0
832,6/30/2016 23:55:41,7/1/2016 00:09:34,507,E 25 St & 2 Ave,40.73912601,-73.97973776,361,Allen St & Hester St,40.71605866,-73.99190759,22110,Subscriber,1983,1
743,6/30/2016 23:55:43,7/1/2016 00:08:06,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,22493,Subscriber,1983,1
702,6/30/2016 23:55:47,7/1/2016 00:07:30,504,1 Ave & E 15 St,40.73221853,-73.98165557,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,18219,Subscriber,1986,2
379,6/30/2016 23:55:57,7/1/2016 00:02:16,326,E 11 St & 1 Ave,40.72953837,-73.98426726,410,Suffolk St & Stanton St,40.72066442,-73.98517977,25806,Subscriber,1990,1
1011,6/30/2016 23:55:58,7/1/2016 00:12:50,500,Broadway & W 51 St,40.76228826,-73.98336183,540,Lexington Ave & E 29 St,40.7431155537649,-73.9821535348892,23926,Subscriber,1977,1
564,6/30/2016 23:55:58,7/1/2016 00:05:22,3168,Central Park West & W 85 St,40.78472675,-73.96961715,352,W 56 St & 6 Ave,40.76340613,-73.97722479,22607,Subscriber,1973,1
2897,6/30/2016 23:55:59,7/1/2016 00:44:16,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,25176,Customer,,0
1094,6/30/2016 23:56:02,7/1/2016 00:14:16,432,E 7 St & Avenue A,40.72621788,-73.98379855,387,Centre St & Chambers St,40.71273266,-74.0046073,20858,Subscriber,1990,2
360,6/30/2016 23:56:04,7/1/2016 00:02:04,401,Allen St & Rivington St,40.72019576,-73.98997825,307,Canal St & Rutgers St,40.71427487,-73.98990025,20983,Subscriber,1992,1
843,6/30/2016 23:56:07,7/1/2016 00:10:10,439,E 4 St & 2 Ave,40.7262807,-73.98978041,311,Norfolk St & Broome St,40.7172274,-73.98802084,21192,Subscriber,1982,2
474,6/30/2016 23:56:07,7/1/2016 00:04:02,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,388,W 26 St & 10 Ave,40.749717753,-74.002950346,21661,Subscriber,1986,2
398,6/30/2016 23:56:07,7/1/2016 00:02:46,3114,India St & East River,40.73165141,-73.96161892,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,14795,Customer,,0
126,6/30/2016 23:56:08,6/30/2016 23:58:14,3067,Broadway & Whipple St,40.7016657,-73.9437303,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,25885,Subscriber,1972,1
1094,6/30/2016 23:56:09,7/1/2016 00:14:23,225,W 14 St & The High Line,40.74195138,-74.00803013,508,W 46 St & 11 Ave,40.76341379,-73.99667444,15951,Subscriber,1985,1
555,6/30/2016 23:56:16,7/1/2016 00:05:32,116,W 17 St & 8 Ave,40.74177603,-74.00149746,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19672,Subscriber,1984,1
61,6/30/2016 23:56:16,6/30/2016 23:57:18,3139,E 72 St & Park Ave,40.7711828754066,-73.964094221592,3139,E 72 St & Park Ave,40.7711828754066,-73.964094221592,22478,Subscriber,1960,1
363,6/30/2016 23:56:18,7/1/2016 00:02:22,3073,Division Ave & Hooper St,40.70691254,-73.95441667,3068,Humboldt St & Varet St,40.7031724,-73.940636,19526,Subscriber,1992,1
434,6/30/2016 23:56:41,7/1/2016 00:03:55,393,E 5 St & Avenue C,40.72299208,-73.97995466,311,Norfolk St & Broome St,40.7172274,-73.98802084,19588,Subscriber,1992,1
760,6/30/2016 23:56:45,7/1/2016 00:09:26,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,25481,Subscriber,1985,2
1198,6/30/2016 23:56:52,7/1/2016 00:16:51,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,21683,Subscriber,1987,1
368,6/30/2016 23:57:03,7/1/2016 00:03:11,461,E 20 St & 2 Ave,40.73587678,-73.98205027,394,E 9 St & Avenue C,40.72521311,-73.97768752,25810,Subscriber,1984,2
734,6/30/2016 23:57:06,7/1/2016 00:09:20,519,Pershing Square North,40.751873,-73.977706,449,W 52 St & 9 Ave,40.76461837,-73.98789473,25617,Subscriber,1959,1
1100,6/30/2016 23:57:15,7/1/2016 00:15:36,127,Barrow St & Hudson St,40.73172428,-74.00674436,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,19293,Customer,,0
209,6/30/2016 23:57:20,7/1/2016 00:00:49,488,W 39 St & 9 Ave,40.75645824,-73.99372222,525,W 34 St & 11 Ave,40.75594159,-74.0021163,23773,Subscriber,1993,1
1041,6/30/2016 23:57:32,7/1/2016 00:14:54,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2003,1 Ave & E 18 St,40.7338121919663,-73.9805442094803,16868,Subscriber,1990,1
525,6/30/2016 23:57:36,7/1/2016 00:06:22,257,Lispenard St & Broadway,40.71939226,-74.00247214,3002,South End Ave & Liberty St,40.711512,-74.015756,16696,Subscriber,1989,1
245,6/30/2016 23:57:35,7/1/2016 00:01:40,3082,Hope St & Union Ave,40.71167351,-73.95141312,471,Grand St & Havemeyer St,40.71286844,-73.95698119,25449,Subscriber,1986,1
1056,6/30/2016 23:57:42,7/1/2016 00:15:18,127,Barrow St & Hudson St,40.73172428,-74.00674436,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,22485,Subscriber,1990,2
463,6/30/2016 23:57:47,7/1/2016 00:05:30,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,453,W 22 St & 8 Ave,40.74475148,-73.99915362,16217,Subscriber,1980,1
917,6/30/2016 23:57:48,7/1/2016 00:13:06,408,Market St & Cherry St,40.71076228,-73.99400398,317,E 6 St & Avenue B,40.72453734,-73.98185424,19842,Subscriber,1965,1
1660,6/30/2016 23:57:51,7/1/2016 00:25:32,450,W 49 St & 8 Ave,40.76227205,-73.98788205,237,E 11 St & 2 Ave,40.73047309,-73.98672378,21089,Subscriber,1973,2
526,6/30/2016 23:57:53,7/1/2016 00:06:39,442,W 27 St & 7 Ave,40.746647,-73.993915,475,E 16 St & Irving Pl,40.73524276,-73.98758561,22117,Subscriber,1960,1
155,6/30/2016 23:57:54,7/1/2016 00:00:29,2009,Catherine St & Monroe St,40.71117444,-73.99682619,308,St James Pl & Oliver St,40.71307916,-73.99851193,25496,Subscriber,1970,1
348,6/30/2016 23:57:54,7/1/2016 00:03:42,467,Dean St & 4 Ave,40.68312489,-73.97895137,365,Fulton St & Grand Ave,40.68223166,-73.9614583,25822,Subscriber,1952,1
781,6/30/2016 23:57:55,7/1/2016 00:10:56,358,Christopher St & Greenwich St,40.73291553,-74.00711384,473,Rivington St & Chrystie St,40.72110063,-73.9919254,25653,Subscriber,1993,1
434,6/30/2016 23:58:07,7/1/2016 00:05:22,432,E 7 St & Avenue A,40.72621788,-73.98379855,433,E 13 St & Avenue A,40.72955361,-73.98057249,25437,Subscriber,1990,1
449,6/30/2016 23:58:09,7/1/2016 00:05:38,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,23321,Subscriber,1989,1
1810,6/30/2016 23:58:11,7/1/2016 00:28:22,259,South St & Whitehall St,40.70122128,-74.01234218,516,E 47 St & 1 Ave,40.75206862,-73.96784384,24996,Subscriber,1961,1
940,6/30/2016 23:58:15,7/1/2016 00:13:56,516,E 47 St & 1 Ave,40.75206862,-73.96784384,465,Broadway & W 41 St,40.75513557,-73.98658032,20503,Subscriber,1974,1
630,6/30/2016 23:58:35,7/1/2016 00:09:05,251,Mott St & Prince St,40.72317958,-73.99480012,417,Barclay St & Church St,40.71291224,-74.01020234,25732,Subscriber,1980,1
281,6/30/2016 23:58:52,7/1/2016 00:03:33,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3077,Stagg St & Union Ave,40.70877084,-73.95095259,22302,Subscriber,1989,1
835,6/30/2016 23:58:58,7/1/2016 00:12:53,439,E 4 St & 2 Ave,40.7262807,-73.98978041,167,E 39 St & 3 Ave,40.7489006,-73.97604882,18353,Subscriber,1991,1
187,6/30/2016 23:59:09,7/1/2016 00:02:17,168,W 18 St & 6 Ave,40.73971301,-73.99456405,497,E 17 St & Broadway,40.73704984,-73.99009296,24872,Subscriber,1959,1
1550,6/30/2016 23:59:11,7/1/2016 00:25:02,423,W 54 St & 9 Ave,40.76584941,-73.98690506,146,Hudson St & Reade St,40.71625008,-74.0091059,25607,Subscriber,1991,2
676,6/30/2016 23:59:27,7/1/2016 00:10:44,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,478,11 Ave & W 41 St,40.76030096,-73.99884222,18990,Subscriber,1973,1
268,6/30/2016 23:59:29,7/1/2016 00:03:57,2022,E 60 St & York Ave,40.759107,-73.959223,454,E 51 St & 1 Ave,40.75455731,-73.96592976,14789,Subscriber,1968,1
420,6/30/2016 23:59:35,7/1/2016 00:06:35,531,Forsyth St & Broome St,40.71893904,-73.99266288,279,Peck Slip & Front St,40.707873,-74.00167,21085,Subscriber,1985,1
885,6/30/2016 23:59:34,7/1/2016 00:14:19,3089,Leonard St & Meeker Ave,40.7173184038558,-73.9482021331787,3100,Nassau Ave & Newell St,40.7248125644002,-73.947526216507,20269,Subscriber,1977,1
268,6/30/2016 23:59:36,7/1/2016 00:04:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,21518,Subscriber,1993,2
1758,6/30/2016 23:59:40,7/1/2016 00:28:58,466,W 25 St & 6 Ave,40.74395411,-73.99144871,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,18626,Subscriber,1964,1
670,6/30/2016 23:59:51,7/1/2016 00:11:02,167,E 39 St & 3 Ave,40.7489006,-73.97604882,2022,E 60 St & York Ave,40.759107,-73.959223,18015,Subscriber,1982,1
145,6/30/2016 23:59:58,7/1/2016 00:02:24,3224,W 13 St & Hudson St,40.7399735410341,-74.0051387250423,116,W 17 St & 8 Ave,40.74177603,-74.00149746,25830,Subscriber,1992,1
1665,6/29/2016 15:36:03,6/29/2016 16:03:48,217,Old Fulton St,40.70277159,-73.99383605,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,20797,Customer,,0
1656,6/29/2016 15:36:21,6/29/2016 16:03:58,217,Old Fulton St,40.70277159,-73.99383605,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,24938,Customer,,0
355,6/30/2016 13:37:26,6/30/2016 13:43:22,217,Old Fulton St,40.70277159,-73.99383605,392,Jay St & Tech Pl,40.695065,-73.987167,25470,Subscriber,1988,1
1078,6/30/2016 18:18:19,6/30/2016 18:36:17,2000,Front St & Washington St,40.70255088,-73.98940236,355,Bayard St & Baxter St,40.71602118,-73.99974372,18165,Subscriber,1968,1
1154,6/30/2016 18:18:58,6/30/2016 18:38:13,2000,Front St & Washington St,40.70255088,-73.98940236,312,Allen St & Stanton St,40.722055,-73.989111,21176,Customer,,0
2326,6/29/2016 10:58:40,6/29/2016 11:37:27,387,Centre St & Chambers St,40.71273266,-74.0046073,392,Jay St & Tech Pl,40.695065,-73.987167,25040,Customer,,0
1464,6/30/2016 20:47:04,6/30/2016 21:11:29,525,W 34 St & 11 Ave,40.75594159,-74.0021163,507,E 25 St & 2 Ave,40.73912601,-73.97973776,16549,Customer,,0
2854,6/29/2016 11:44:24,6/29/2016 12:31:59,348,W Broadway & Spring St,40.72490985,-74.00154702,225,W 14 St & The High Line,40.74195138,-74.00803013,18360,Subscriber,1963,2
511,7/31/2016 23:37:23,7/31/2016 23:45:54,384,Fulton St & Washington Ave,40.683048,-73.964915,372,Franklin Ave & Myrtle Ave,40.694528,-73.958089,24146,Subscriber,1977,1
911,7/31/2016 23:37:29,7/31/2016 23:52:40,458,11 Ave & W 27 St,40.751396,-74.005226,530,11 Ave & W 59 St,40.771522,-73.990541,26030,Subscriber,1978,2
1024,7/31/2016 23:37:37,7/31/2016 23:54:41,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,26119,Customer,,0
1033,7/31/2016 23:37:38,7/31/2016 23:54:51,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18139,Customer,,0
312,7/31/2016 23:37:41,7/31/2016 23:42:54,3096,Union Ave & N 12 St,40.71924,-73.95242,3109,Banker St & Meserole Ave,40.72606,-73.95621,21378,Subscriber,1991,1
1028,7/31/2016 23:37:43,7/31/2016 23:54:52,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,25649,Customer,,0
1016,7/31/2016 23:37:45,7/31/2016 23:54:41,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,25434,Customer,,0
1154,7/31/2016 23:38:23,7/31/2016 23:57:37,457,Broadway & W 58 St,40.76695317,-73.98169333,461,E 20 St & 2 Ave,40.73587678,-73.98205027,17587,Subscriber,1976,1
494,7/31/2016 23:38:29,7/31/2016 23:46:43,225,W 14 St & The High Line,40.74195138,-74.00803013,448,W 37 St & 10 Ave,40.75660359,-73.9979009,16188,Subscriber,1992,1
442,7/31/2016 23:38:30,7/31/2016 23:45:52,3016,Kent Ave & N 7 St,40.7203677529846,-73.9616507291794,3085,Roebling St & N 4 St,40.71469,-73.95739,17292,Subscriber,1978,1
811,7/31/2016 23:38:35,7/31/2016 23:52:06,490,8 Ave & W 33 St,40.751551,-73.993934,3158,W 63 St & Broadway,40.77163851,-73.98261428,18793,Subscriber,1980,1
337,7/31/2016 23:38:56,7/31/2016 23:44:34,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,17123,Subscriber,,0
932,7/31/2016 23:39:18,7/31/2016 23:54:50,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,21579,Customer,,0
920,7/31/2016 23:39:19,7/31/2016 23:54:40,212,W 16 St & The High Line,40.74334935,-74.00681753,428,E 3 St & 1 Ave,40.72467721,-73.98783413,22438,Subscriber,1994,1
905,7/31/2016 23:39:52,7/31/2016 23:54:58,276,Duane St & Greenwich St,40.71748752,-74.0104554,254,W 11 St & 6 Ave,40.73532427,-73.99800419,15065,Customer,,0
162,7/31/2016 23:40:01,7/31/2016 23:42:43,428,E 3 St & 1 Ave,40.72467721,-73.98783413,326,E 11 St & 1 Ave,40.72953837,-73.98426726,24066,Subscriber,1971,1
567,7/31/2016 23:40:39,7/31/2016 23:50:07,352,W 56 St & 6 Ave,40.76340613,-73.97722479,379,W 31 St & 7 Ave,40.749156,-73.9916,26079,Subscriber,,0
2120,7/31/2016 23:40:42,8/1/2016 00:16:03,478,11 Ave & W 41 St,40.76030096,-73.99884222,384,Fulton St & Washington Ave,40.683048,-73.964915,22586,Subscriber,1978,1
412,7/31/2016 23:40:50,7/31/2016 23:47:42,3221,47 Ave & 31 St,40.743,-73.93561,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,22067,Subscriber,1983,2
431,7/31/2016 23:40:59,7/31/2016 23:48:10,326,E 11 St & 1 Ave,40.72953837,-73.98426726,285,Broadway & E 14 St,40.73454567,-73.99074142,23310,Subscriber,1956,1
252,7/31/2016 23:41:01,7/31/2016 23:45:14,340,Madison St & Clinton St,40.71269042,-73.98776323,408,Market St & Cherry St,40.71076228,-73.99400398,16103,Subscriber,1982,2
974,7/31/2016 23:41:15,7/31/2016 23:57:30,458,11 Ave & W 27 St,40.751396,-74.005226,426,West St & Chambers St,40.71754834,-74.01322069,26007,Customer,,0
207,7/31/2016 23:41:15,7/31/2016 23:44:43,457,Broadway & W 58 St,40.76695317,-73.98169333,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,16406,Subscriber,1984,1
1675,7/31/2016 23:42:35,8/1/2016 00:10:31,534,Water - Whitehall Plaza,40.70255065,-74.0127234,225,W 14 St & The High Line,40.74195138,-74.00803013,21050,Subscriber,1989,1
266,7/31/2016 23:42:48,7/31/2016 23:47:14,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,25577,Subscriber,1984,1
323,7/31/2016 23:43:06,7/31/2016 23:48:30,116,W 17 St & 8 Ave,40.74177603,-74.00149746,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,22611,Subscriber,1964,1
537,7/31/2016 23:43:58,7/31/2016 23:52:56,514,12 Ave & W 40 St,40.76087502,-74.00277668,453,W 22 St & 8 Ave,40.74475148,-73.99915362,16821,Subscriber,1969,1
733,7/31/2016 23:44:05,7/31/2016 23:56:18,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,479,9 Ave & W 45 St,40.76019252,-73.9912551,21970,Subscriber,1988,1
554,7/31/2016 23:44:10,7/31/2016 23:53:25,3159,W 67 St & Broadway,40.77492513,-73.98266566,3141,1 Ave & E 68 St,40.76500525,-73.95818491,20948,Subscriber,1992,1
622,7/31/2016 23:44:41,7/31/2016 23:55:04,468,Broadway & W 55 St,40.7652654,-73.98192338,477,W 41 St & 8 Ave,40.75640548,-73.9900262,14683,Subscriber,1977,1
1349,7/31/2016 23:44:50,8/1/2016 00:07:19,428,E 3 St & 1 Ave,40.72467721,-73.98783413,478,11 Ave & W 41 St,40.76030096,-73.99884222,22499,Subscriber,1977,1
741,7/31/2016 23:44:56,7/31/2016 23:57:18,325,E 19 St & 3 Ave,40.73624527,-73.98473765,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17962,Customer,,0
870,7/31/2016 23:45:27,7/31/2016 23:59:58,312,Allen St & Stanton St,40.722055,-73.989111,519,Pershing Square North,40.751873,-73.977706,23795,Subscriber,1993,1
302,7/31/2016 23:45:30,7/31/2016 23:50:33,505,6 Ave & W 33 St,40.74901271,-73.98848395,494,W 26 St & 8 Ave,40.74734825,-73.99723551,22200,Subscriber,1967,1
622,7/31/2016 23:45:45,7/31/2016 23:56:07,505,6 Ave & W 33 St,40.74901271,-73.98848395,492,W 33 St & 7 Ave,40.75019995,-73.99093085,25579,Subscriber,1970,1
282,7/31/2016 23:45:44,7/31/2016 23:50:27,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,3109,Banker St & Meserole Ave,40.72606,-73.95621,25766,Subscriber,1983,1
955,7/31/2016 23:46:05,8/1/2016 00:02:01,352,W 56 St & 6 Ave,40.76340613,-73.97722479,523,W 38 St & 8 Ave,40.75466591,-73.99138152,19426,Subscriber,1977,1
157,7/31/2016 23:46:05,7/31/2016 23:48:43,365,Fulton St & Grand Ave,40.68223166,-73.9614583,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,25138,Subscriber,1991,1
4986,7/31/2016 23:46:11,8/1/2016 01:09:18,497,E 17 St & Broadway,40.73704984,-73.99009296,3168,Central Park West & W 85 St,40.78472675,-73.96961715,16256,Customer,1987,1
334,7/31/2016 23:46:21,7/31/2016 23:51:56,3098,Leonard St & Bayard St,40.71928,-73.94861,3106,Driggs Ave & N Henry St,40.72325,-73.94308,20585,Subscriber,1962,1
5027,7/31/2016 23:46:31,8/1/2016 01:10:19,497,E 17 St & Broadway,40.73704984,-73.99009296,3168,Central Park West & W 85 St,40.78472675,-73.96961715,19162,Customer,1994,1
627,7/31/2016 23:46:39,7/31/2016 23:57:07,445,E 10 St & Avenue A,40.72740794,-73.98142006,254,W 11 St & 6 Ave,40.73532427,-73.99800419,26040,Subscriber,1957,1
263,7/31/2016 23:46:46,7/31/2016 23:51:10,519,Pershing Square North,40.751873,-73.977706,527,E 33 St & 2 Ave,40.744023,-73.976056,23599,Subscriber,1990,1
952,7/31/2016 23:46:56,8/1/2016 00:02:49,519,Pershing Square North,40.751873,-73.977706,346,Bank St & Hudson St,40.73652889,-74.00618026,18178,Subscriber,1973,1
281,7/31/2016 23:46:58,7/31/2016 23:51:39,3111,Norman Ave & Leonard St,40.7258483,-73.95064893,3084,Devoe St & Leonard St,40.71348658,-73.94792458,15184,Subscriber,1978,1
480,7/31/2016 23:47:05,7/31/2016 23:55:05,278,Concord St & Bridge St,40.69766564,-73.98476437,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,23294,Subscriber,1991,2
408,7/31/2016 23:47:18,7/31/2016 23:54:07,490,8 Ave & W 33 St,40.751551,-73.993934,527,E 33 St & 2 Ave,40.744023,-73.976056,16331,Subscriber,1987,1
4899,7/31/2016 23:47:27,8/1/2016 01:09:07,195,Liberty St & Broadway,40.70905623,-74.01043382,493,W 45 St & 6 Ave,40.7568001,-73.98291153,15627,Customer,,0
401,7/31/2016 23:47:29,7/31/2016 23:54:10,490,8 Ave & W 33 St,40.751551,-73.993934,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16610,Subscriber,1985,1
1038,7/31/2016 23:47:44,8/1/2016 00:05:03,534,Water - Whitehall Plaza,40.70255065,-74.0127234,152,Warren St & Church St,40.71473993,-74.00910627,19382,Subscriber,1993,1
4875,7/31/2016 23:47:47,8/1/2016 01:09:02,195,Liberty St & Broadway,40.70905623,-74.01043382,493,W 45 St & 6 Ave,40.7568001,-73.98291153,18186,Customer,,0
2061,7/31/2016 23:48:05,8/1/2016 00:22:26,448,W 37 St & 10 Ave,40.75660359,-73.9979009,519,Pershing Square North,40.751873,-73.977706,21591,Subscriber,1989,1
965,7/31/2016 23:48:49,8/1/2016 00:04:54,279,Peck Slip & Front St,40.707873,-74.00167,150,E 2 St & Avenue C,40.7208736,-73.98085795,24886,Subscriber,1988,1
1016,7/31/2016 23:48:57,8/1/2016 00:05:54,503,E 20 St & Park Ave,40.73827428,-73.98751968,305,E 58 St & 3 Ave,40.76095756,-73.96724467,24226,Subscriber,1985,1
354,7/31/2016 23:49:20,7/31/2016 23:55:15,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3111,Norman Ave & Leonard St,40.7258483,-73.95064893,18025,Subscriber,1975,1
971,7/31/2016 23:49:34,8/1/2016 00:05:45,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3241,Monroe St & Tompkins Ave,40.686203,-73.944694,26029,Subscriber,1986,1
2634,7/31/2016 23:49:58,8/1/2016 00:33:52,434,9 Ave & W 18 St,40.74317449,-74.00366443,3166,Riverside Dr & W 72 St,40.7805779901033,-73.9856243133545,17841,Subscriber,1977,1
341,7/31/2016 23:50:12,7/31/2016 23:55:53,325,E 19 St & 3 Ave,40.73624527,-73.98473765,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18780,Subscriber,1979,2
157,7/31/2016 23:50:23,7/31/2016 23:53:00,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,26094,Subscriber,1981,1
945,7/31/2016 23:50:30,8/1/2016 00:06:16,3085,Roebling St & N 4 St,40.71469,-73.95739,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,26077,Subscriber,1980,2
949,7/31/2016 23:50:37,8/1/2016 00:06:27,379,W 31 St & 7 Ave,40.749156,-73.9916,445,E 10 St & Avenue A,40.72740794,-73.98142006,26079,Subscriber,1957,1
397,7/31/2016 23:50:49,7/31/2016 23:57:26,2000,Front St & Washington St,40.70255088,-73.98940236,391,Clark St & Henry St,40.69760127,-73.99344559,23464,Subscriber,1969,1
1058,7/31/2016 23:50:55,8/1/2016 00:08:33,3177,W 84 St & Broadway,40.7867947,-73.977112,529,W 42 St & 8 Ave,40.7575699,-73.99098507,22280,Subscriber,1954,1
481,7/31/2016 23:50:57,7/31/2016 23:58:58,3094,Graham Ave & Withers St,40.7169811,-73.94485918,3100,Nassau Ave & Newell St,40.7248125644002,-73.947526216507,15808,Subscriber,1985,1
905,7/31/2016 23:51:15,8/1/2016 00:06:20,334,W 20 St & 7 Ave,40.74238787,-73.99726235,428,E 3 St & 1 Ave,40.72467721,-73.98783413,23138,Subscriber,1960,1
253,7/31/2016 23:51:31,7/31/2016 23:55:45,3159,W 67 St & Broadway,40.77492513,-73.98266566,457,Broadway & W 58 St,40.76695317,-73.98169333,14630,Subscriber,1982,1
