tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
968,4/30/2016 23:58:10,5/1/2016 00:14:19,470,W 20 St & 8 Ave,40.74345335,-74.00004031,394,E 9 St & Avenue C,40.72521311,-73.97768752,22203,Subscriber,1987,1
269,4/30/2016 23:58:15,5/1/2016 00:02:45,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,22223,Subscriber,1981,1
469,4/30/2016 23:58:34,5/1/2016 00:06:23,383,Greenwich Ave & Charles St,40.735238,-74.000271,462,W 22 St & 10 Ave,40.74691959,-74.00451887,21178,Subscriber,1984,1
220,4/30/2016 23:58:39,5/1/2016 00:02:20,497,E 17 St & Broadway,40.73704984,-73.99009296,444,Broadway & W 24 St,40.7423543,-73.98915076,19220,Subscriber,1970,1
3082,4/30/2016 23:58:39,5/1/2016 00:50:02,263,Elizabeth St & Hester St,40.71729,-73.996375,307,Canal St & Rutgers St,40.71427487,-73.98990025,19862,Customer,,0
759,4/30/2016 23:58:44,5/1/2016 00:11:23,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,384,Fulton St & Washington Ave,40.683048,-73.964915,18448,Subscriber,1981,1
603,4/30/2016 23:58:56,5/1/2016 00:09:00,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,19726,Subscriber,1984,1
709,4/30/2016 23:59:01,5/1/2016 00:10:50,493,W 45 St & 6 Ave,40.7568001,-73.98291153,507,E 25 St & 2 Ave,40.73912601,-73.97973776,14569,Subscriber,1963,1
129,4/30/2016 23:59:00,5/1/2016 00:01:10,432,E 7 St & Avenue A,40.72621788,-73.98379855,433,E 13 St & Avenue A,40.72955361,-73.98057249,24177,Subscriber,1971,1
403,4/30/2016 23:59:06,5/1/2016 00:05:50,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,17136,Subscriber,1968,1
375,4/30/2016 23:59:17,5/1/2016 00:05:33,531,Forsyth St & Broome St,40.71893904,-73.99266288,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,21572,Subscriber,1975,1
258,4/30/2016 23:59:30,5/1/2016 00:03:48,435,W 21 St & 6 Ave,40.74173969,-73.99415556,383,Greenwich Ave & Charles St,40.735238,-74.000271,22156,Subscriber,1967,1
15107,4/30/2016 23:59:31,5/1/2016 04:11:18,388,W 26 St & 10 Ave,40.749717753,-74.002950346,480,W 53 St & 10 Ave,40.76669671,-73.99061728,16122,Subscriber,1991,1
130,4/30/2016 23:59:39,5/1/2016 00:01:50,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3243,E 58 St & 1 Ave,40.758923863777,-73.9622622728348,19374,Subscriber,1961,1
318,4/30/2016 23:59:39,5/1/2016 00:04:57,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,23416,Subscriber,1982,1
319,4/30/2016 23:59:42,5/1/2016 00:05:02,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,391,Clark St & Henry St,40.69760127,-73.99344559,22337,Subscriber,1975,1
313,4/30/2016 23:59:48,5/1/2016 00:05:01,361,Allen St & Hester St,40.71605866,-73.99190759,291,Madison St & Montgomery St,40.713126,-73.984844,16904,Subscriber,1965,1
338,4/30/2016 23:59:49,5/1/2016 00:05:27,458,11 Ave & W 27 St,40.751396,-74.005226,492,W 33 St & 7 Ave,40.75019995,-73.99093085,23865,Subscriber,1982,1
102,4/30/2016 23:59:53,5/1/2016 00:01:35,263,Elizabeth St & Hester St,40.71729,-73.996375,263,Elizabeth St & Hester St,40.71729,-73.996375,20325,Customer,,0
120,5/31/2016 23:48:54,5/31/2016 23:50:55,251,Mott St & Prince St,40.72317958,-73.99480012,473,Rivington St & Chrystie St,40.72110063,-73.9919254,18741,Subscriber,1986,1
991,5/31/2016 23:48:55,6/1/2016 00:05:26,251,Mott St & Prince St,40.72317958,-73.99480012,3002,South End Ave & Liberty St,40.711512,-74.015756,16158,Subscriber,1983,1
2215,5/31/2016 23:49:02,6/1/2016 00:25:58,3082,Hope St & Union Ave,40.71167351,-73.95141312,143,Clinton St & Joralemon St,40.69239502,-73.99337909,23074,Subscriber,1974,1
219,5/31/2016 23:49:03,5/31/2016 23:52:42,495,W 47 St & 10 Ave,40.76269882,-73.99301222,488,W 39 St & 9 Ave,40.75645824,-73.99372222,19460,Subscriber,1990,1
1011,5/31/2016 23:49:04,6/1/2016 00:05:56,3134,3 Ave & E 62 St,40.76312584,-73.96526895,334,W 20 St & 7 Ave,40.74238787,-73.99726235,18356,Subscriber,1970,1
410,5/31/2016 23:49:05,5/31/2016 23:55:56,278,Concord St & Bridge St,40.69766564,-73.98476437,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,23768,Subscriber,1991,2
1248,5/31/2016 23:49:07,6/1/2016 00:09:55,225,W 14 St & The High Line,40.74195138,-74.00803013,435,W 21 St & 6 Ave,40.74173969,-73.99415556,24085,Subscriber,1991,1
1296,5/31/2016 23:49:09,6/1/2016 00:10:45,3002,South End Ave & Liberty St,40.711512,-74.015756,459,W 20 St & 11 Ave,40.746745,-74.007756,20783,Customer,,0
925,5/31/2016 23:49:12,6/1/2016 00:04:37,454,E 51 St & 1 Ave,40.75455731,-73.96592976,479,9 Ave & W 45 St,40.76019252,-73.9912551,22637,Subscriber,1996,1
418,5/31/2016 23:49:15,5/31/2016 23:56:14,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,18439,Subscriber,1994,1
1046,5/31/2016 23:49:25,6/1/2016 00:06:51,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,25408,Subscriber,1993,1
1270,5/31/2016 23:49:35,6/1/2016 00:10:46,3002,South End Ave & Liberty St,40.711512,-74.015756,459,W 20 St & 11 Ave,40.746745,-74.007756,15426,Customer,,0
378,5/31/2016 23:49:45,5/31/2016 23:56:04,297,E 15 St & 3 Ave,40.734232,-73.986923,536,1 Ave & E 30 St,40.74144387,-73.97536082,15053,Subscriber,1982,1
381,5/31/2016 23:49:44,5/31/2016 23:56:05,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,22520,Subscriber,1984,0
661,5/31/2016 23:49:57,6/1/2016 00:00:58,545,E 23 St & 1 Ave,40.736502,-73.97809472,301,E 2 St & Avenue B,40.72217444,-73.98368779,17145,Subscriber,1992,2
745,5/31/2016 23:50:05,6/1/2016 00:02:31,485,W 37 St & 5 Ave,40.75038009,-73.98338988,499,Broadway & W 60 St,40.76915505,-73.98191841,15305,Subscriber,1983,1
201,5/31/2016 23:50:18,5/31/2016 23:53:39,127,Barrow St & Hudson St,40.73172428,-74.00674436,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,19859,Subscriber,1980,1
1013,5/31/2016 23:50:21,6/1/2016 00:07:15,304,Broadway & Battery Pl,40.70463334,-74.01361706,358,Christopher St & Greenwich St,40.73291553,-74.00711384,25409,Subscriber,1972,1
1574,5/31/2016 23:50:38,6/1/2016 00:16:52,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,21205,Subscriber,1981,2
1216,5/31/2016 23:50:42,6/1/2016 00:10:58,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,3106,Driggs Ave & N Henry St,40.72325,-73.94308,23044,Subscriber,1983,1
727,5/31/2016 23:50:54,6/1/2016 00:03:02,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3080,S 4 St & Rodney St,40.70934,-73.95608,15521,Subscriber,1985,1
364,5/31/2016 23:50:57,5/31/2016 23:57:01,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,470,W 20 St & 8 Ave,40.74345335,-74.00004031,23511,Subscriber,1980,1
416,5/31/2016 23:51:07,5/31/2016 23:58:03,408,Market St & Cherry St,40.71076228,-73.99400398,337,Old Slip & Front St,40.7037992,-74.00838676,20365,Subscriber,1962,1
325,5/31/2016 23:51:12,5/31/2016 23:56:37,358,Christopher St & Greenwich St,40.73291553,-74.00711384,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19022,Subscriber,1987,1
828,5/31/2016 23:51:13,6/1/2016 00:05:02,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,25346,Subscriber,1993,1
280,5/31/2016 23:51:14,5/31/2016 23:55:55,3002,South End Ave & Liberty St,40.711512,-74.015756,146,Hudson St & Reade St,40.71625008,-74.0091059,18328,Subscriber,1972,1
1633,5/31/2016 23:51:14,6/1/2016 00:18:28,3002,South End Ave & Liberty St,40.711512,-74.015756,3236,W 42 St & Dyer Ave,40.7589848139963,-73.9937996864319,22680,Subscriber,1980,1
179,5/31/2016 23:51:15,5/31/2016 23:54:14,253,W 13 St & 5 Ave,40.73543934,-73.99453948,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,18676,Subscriber,1989,1
1169,5/31/2016 23:51:17,6/1/2016 00:10:47,3167,Amsterdam Ave & W 73 St,40.7796680900731,-73.9809304475784,509,9 Ave & W 22 St,40.7454973,-74.00197139,24727,Subscriber,1975,2
290,5/31/2016 23:51:32,5/31/2016 23:56:23,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,482,W 15 St & 7 Ave,40.73935542,-73.99931783,22606,Subscriber,1988,1
775,5/31/2016 23:51:43,6/1/2016 00:04:38,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,445,E 10 St & Avenue A,40.72740794,-73.98142006,19305,Subscriber,1984,1
1602,5/31/2016 23:51:51,6/1/2016 00:18:34,3002,South End Ave & Liberty St,40.711512,-74.015756,3236,W 42 St & Dyer Ave,40.7589848139963,-73.9937996864319,23466,Subscriber,1980,1
268,5/31/2016 23:51:52,5/31/2016 23:56:20,303,Mercer St & Spring St,40.72362738,-73.99949601,3244,University Pl & E 8 St,40.7314372408523,-73.9949034154415,23174,Subscriber,1966,1
239,5/31/2016 23:52:02,5/31/2016 23:56:01,3226,W 82 St & Central Park West,40.78275,-73.97137,3226,W 82 St & Central Park West,40.78275,-73.97137,17051,Subscriber,1969,1
2549,5/31/2016 23:52:04,6/1/2016 00:34:33,470,W 20 St & 8 Ave,40.74345335,-74.00004031,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,25048,Customer,,0
448,5/31/2016 23:52:05,5/31/2016 23:59:33,265,Stanton St & Chrystie St,40.72229346,-73.99147535,445,E 10 St & Avenue A,40.72740794,-73.98142006,16362,Subscriber,1960,1
1757,5/31/2016 23:52:06,6/1/2016 00:21:23,494,W 26 St & 8 Ave,40.74734825,-73.99723551,312,Allen St & Stanton St,40.722055,-73.989111,19788,Subscriber,1973,1
2539,5/31/2016 23:52:20,6/1/2016 00:34:40,470,W 20 St & 8 Ave,40.74345335,-74.00004031,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,25073,Customer,,0
124,5/31/2016 23:52:25,5/31/2016 23:54:29,254,W 11 St & 6 Ave,40.73532427,-73.99800419,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,22036,Subscriber,1960,2
1017,5/31/2016 23:52:34,6/1/2016 00:09:31,449,W 52 St & 9 Ave,40.76461837,-73.98789473,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,22350,Subscriber,1985,1
234,5/31/2016 23:52:39,5/31/2016 23:56:34,388,W 26 St & 10 Ave,40.749717753,-74.002950346,453,W 22 St & 8 Ave,40.74475148,-73.99915362,16457,Subscriber,1966,1
414,5/31/2016 23:52:40,5/31/2016 23:59:34,376,John St & William St,40.70862144,-74.00722156,376,John St & William St,40.70862144,-74.00722156,22424,Subscriber,1969,1
1428,5/31/2016 23:52:40,6/1/2016 00:16:29,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,495,W 47 St & 10 Ave,40.76269882,-73.99301222,15894,Subscriber,1970,1
1646,5/31/2016 23:52:45,6/1/2016 00:20:12,531,Forsyth St & Broome St,40.71893904,-73.99266288,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,25343,Subscriber,1984,2
1486,5/31/2016 23:52:45,6/1/2016 00:17:32,531,Forsyth St & Broome St,40.71893904,-73.99266288,3140,1 Ave & E 78 St,40.77140426,-73.9535166,23306,Subscriber,1984,1
374,5/31/2016 23:52:47,5/31/2016 23:59:01,3127,9 St & 44 Rd,40.74966,-73.9521,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,14694,Subscriber,1986,1
332,5/31/2016 23:52:52,5/31/2016 23:58:25,237,E 11 St & 2 Ave,40.73047309,-73.98672378,285,Broadway & E 14 St,40.73454567,-73.99074142,23323,Subscriber,1983,1
494,5/31/2016 23:52:58,6/1/2016 00:01:13,441,E 52 St & 2 Ave,40.756014,-73.967416,527,E 33 St & 2 Ave,40.744023,-73.976056,17971,Subscriber,1989,1
752,5/31/2016 23:53:00,6/1/2016 00:05:32,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2003,1 Ave & E 18 St,40.7338121919663,-73.9805442094803,14950,Subscriber,1978,1
570,5/31/2016 23:53:09,6/1/2016 00:02:39,439,E 4 St & 2 Ave,40.7262807,-73.98978041,347,Greenwich St & W Houston St,40.728846,-74.008591,18350,Subscriber,1984,1
428,5/31/2016 23:53:11,6/1/2016 00:00:20,3088,Union Ave & Jackson St,40.7160751,-73.952029,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,18078,Subscriber,1990,1
488,5/31/2016 23:53:56,6/1/2016 00:02:05,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,384,Fulton St & Washington Ave,40.683048,-73.964915,21609,Subscriber,1970,1
486,5/31/2016 23:54:01,6/1/2016 00:02:07,301,E 2 St & Avenue B,40.72217444,-73.98368779,507,E 25 St & 2 Ave,40.73912601,-73.97973776,25386,Subscriber,1989,1
292,5/31/2016 23:54:29,5/31/2016 23:59:21,488,W 39 St & 9 Ave,40.75645824,-73.99372222,458,11 Ave & W 27 St,40.751396,-74.005226,19460,Subscriber,1993,1
166,5/31/2016 23:54:34,5/31/2016 23:57:20,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,345,W 13 St & 6 Ave,40.73649403,-73.99704374,21395,Subscriber,1984,1
299,5/31/2016 23:54:36,5/31/2016 23:59:35,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,348,W Broadway & Spring St,40.72490985,-74.00154702,22168,Subscriber,1985,1
614,5/31/2016 23:54:36,6/1/2016 00:04:51,237,E 11 St & 2 Ave,40.73047309,-73.98672378,349,Rivington St & Ridge St,40.71850211,-73.98329859,22485,Subscriber,1971,1
974,5/31/2016 23:54:37,6/1/2016 00:10:52,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16337,Subscriber,1983,1
771,5/31/2016 23:54:49,6/1/2016 00:07:40,473,Rivington St & Chrystie St,40.72110063,-73.9919254,174,E 25 St & 1 Ave,40.7381765,-73.97738662,22146,Subscriber,1969,1
853,5/31/2016 23:55:00,6/1/2016 00:09:13,432,E 7 St & Avenue A,40.72621788,-73.98379855,402,Broadway & E 22 St,40.7403432,-73.98955109,25113,Subscriber,1966,2
1691,5/31/2016 23:55:00,6/1/2016 00:23:12,3142,1 Ave & E 62 St,40.7612274,-73.96094022,307,Canal St & Rutgers St,40.71427487,-73.98990025,14559,Subscriber,1982,1
149,5/31/2016 23:55:00,5/31/2016 23:57:30,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,17554,Subscriber,1973,1
1261,5/31/2016 23:55:09,6/1/2016 00:16:11,498,Broadway & W 32 St,40.74854862,-73.98808416,127,Barrow St & Hudson St,40.73172428,-74.00674436,24362,Subscriber,1988,1
603,5/31/2016 23:55:26,6/1/2016 00:05:29,3244,University Pl & E 8 St,40.7314372408523,-73.9949034154415,527,E 33 St & 2 Ave,40.744023,-73.976056,24973,Subscriber,1990,2
436,5/31/2016 23:55:31,6/1/2016 00:02:48,439,E 4 St & 2 Ave,40.7262807,-73.98978041,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,20307,Subscriber,1963,1
376,5/31/2016 23:55:34,6/1/2016 00:01:51,311,Norfolk St & Broome St,40.7172274,-73.98802084,308,St James Pl & Oliver St,40.71307916,-73.99851193,22602,Subscriber,1990,2
394,5/31/2016 23:56:04,6/1/2016 00:02:39,2004,6 Ave & Broome St,40.724399,-74.004704,254,W 11 St & 6 Ave,40.73532427,-73.99800419,16334,Subscriber,1955,1
293,5/31/2016 23:56:11,6/1/2016 00:01:05,307,Canal St & Rutgers St,40.71427487,-73.98990025,428,E 3 St & 1 Ave,40.72467721,-73.98783413,20790,Subscriber,1994,1
1204,5/31/2016 23:56:20,6/1/2016 00:16:24,350,Clinton St & Grand St,40.71559509,-73.9870295,3002,South End Ave & Liberty St,40.711512,-74.015756,14579,Subscriber,1980,2
1066,5/31/2016 23:56:38,6/1/2016 00:14:24,320,Leonard St & Church St,40.717571,-74.005549,504,1 Ave & E 15 St,40.73221853,-73.98165557,18197,Subscriber,1982,1
634,5/31/2016 23:56:39,6/1/2016 00:07:13,470,W 20 St & 8 Ave,40.74345335,-74.00004031,293,Lafayette St & E 8 St,40.73028666,-73.9907647,20323,Subscriber,1960,1
593,5/31/2016 23:56:48,6/1/2016 00:06:42,328,Watts St & Greenwich St,40.72405549,-74.00965965,229,Great Jones St,40.72743423,-73.99379025,15441,Subscriber,1993,1
722,5/31/2016 23:56:50,6/1/2016 00:08:53,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,389,Broadway & Berry St,40.71044554,-73.96525063,18842,Customer,,0
158,5/31/2016 23:56:52,5/31/2016 23:59:31,285,Broadway & E 14 St,40.73454567,-73.99074142,335,Washington Pl & Broadway,40.72903917,-73.99404649,15400,Subscriber,1980,2
1273,5/31/2016 23:56:58,6/1/2016 00:18:11,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3112,Milton St & Franklin St,40.72906,-73.95779,18252,Customer,,0
738,5/31/2016 23:57:00,6/1/2016 00:09:19,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,536,1 Ave & E 30 St,40.74144387,-73.97536082,17273,Subscriber,1992,2
600,5/31/2016 23:57:08,6/1/2016 00:07:08,3105,N 15 St & Wythe Ave,40.724055,-73.955736,471,Grand St & Havemeyer St,40.71286844,-73.95698119,21402,Subscriber,1991,1
2197,5/31/2016 23:57:15,6/1/2016 00:33:52,3109,Banker St & Meserole Ave,40.72606,-73.95621,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,23246,Subscriber,,0
377,5/31/2016 23:57:15,6/1/2016 00:03:32,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,15700,Subscriber,1986,1
464,5/31/2016 23:57:15,6/1/2016 00:04:59,498,Broadway & W 32 St,40.74854862,-73.98808416,523,W 38 St & 8 Ave,40.75466591,-73.99138152,23054,Subscriber,1980,2
518,5/31/2016 23:57:17,6/1/2016 00:05:56,3106,Driggs Ave & N Henry St,40.72325,-73.94308,3116,Huron St & Franklin St,40.73266,-73.95826,17648,Subscriber,1985,2
449,5/31/2016 23:57:32,6/1/2016 00:05:02,434,9 Ave & W 18 St,40.74317449,-74.00366443,475,E 16 St & Irving Pl,40.73524276,-73.98758561,21963,Subscriber,1960,1
1850,5/31/2016 23:57:50,6/1/2016 00:28:41,3226,W 82 St & Central Park West,40.78275,-73.97137,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,17051,Subscriber,1969,1
164,5/31/2016 23:57:57,6/1/2016 00:00:41,529,W 42 St & 8 Ave,40.7575699,-73.99098507,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15756,Subscriber,1987,1
38342,5/31/2016 23:57:58,6/1/2016 10:37:01,146,Hudson St & Reade St,40.71625008,-74.0091059,225,W 14 St & The High Line,40.74195138,-74.00803013,23865,Subscriber,1992,2
804,5/31/2016 23:58:03,6/1/2016 00:11:27,545,E 23 St & 1 Ave,40.736502,-73.97809472,434,9 Ave & W 18 St,40.74317449,-74.00366443,25000,Subscriber,1993,2
824,5/31/2016 23:58:05,6/1/2016 00:11:50,458,11 Ave & W 27 St,40.751396,-74.005226,530,11 Ave & W 59 St,40.771522,-73.990541,19206,Subscriber,1988,1
1880,5/31/2016 23:58:17,6/1/2016 00:29:38,3002,South End Ave & Liberty St,40.711512,-74.015756,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,18468,Subscriber,1978,2
2000,5/31/2016 23:58:17,6/1/2016 00:31:38,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3162,W 78 St & Broadway,40.78339981,-73.98093133,18213,Subscriber,1975,1
1059,5/31/2016 23:58:22,6/1/2016 00:16:01,254,W 11 St & 6 Ave,40.73532427,-73.99800419,312,Allen St & Stanton St,40.722055,-73.989111,17665,Subscriber,1986,1
194,5/31/2016 23:58:40,6/1/2016 00:01:54,3151,E 81 St & York Ave,40.7728384,-73.94989233,3156,E 72 St & York Ave,40.76663814,-73.95348296,17207,Subscriber,1990,1
541,5/31/2016 23:59:02,6/1/2016 00:08:03,483,E 12 St & 3 Ave,40.73223272,-73.98889957,3224,W 13 St & Hudson St,40.7399735410341,-74.0051387250423,16823,Subscriber,1982,1
267,5/31/2016 23:59:09,6/1/2016 00:03:37,402,Broadway & E 22 St,40.7403432,-73.98955109,293,Lafayette St & E 8 St,40.73028666,-73.9907647,15640,Subscriber,1982,1
660,5/31/2016 23:59:13,6/1/2016 00:10:14,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,295,Pike St & E Broadway,40.71406667,-73.99293911,22703,Subscriber,1989,1
526,5/31/2016 23:59:19,6/1/2016 00:08:05,483,E 12 St & 3 Ave,40.73223272,-73.98889957,3224,W 13 St & Hudson St,40.7399735410341,-74.0051387250423,15076,Subscriber,1993,2
309,5/31/2016 23:59:21,6/1/2016 00:04:31,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,20805,Subscriber,1987,2
985,5/31/2016 23:59:21,6/1/2016 00:15:46,531,Forsyth St & Broome St,40.71893904,-73.99266288,402,Broadway & E 22 St,40.7403432,-73.98955109,22010,Subscriber,1966,1
674,5/31/2016 23:59:35,6/1/2016 00:10:50,128,MacDougal St & Prince St,40.72710258,-74.00297088,276,Duane St & Greenwich St,40.71748752,-74.0104554,25086,Subscriber,1998,1
533,5/31/2016 23:59:37,6/1/2016 00:08:31,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,477,W 41 St & 8 Ave,40.75640548,-73.9900262,14903,Subscriber,1970,1
457,5/31/2016 23:59:43,6/1/2016 00:07:20,477,W 41 St & 8 Ave,40.75640548,-73.9900262,457,Broadway & W 58 St,40.76695317,-73.98169333,15362,Subscriber,1975,1
1848,6/30/2016 23:53:25,7/1/2016 00:24:14,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,530,11 Ave & W 59 St,40.771522,-73.990541,15146,Subscriber,1989,1
178,6/30/2016 23:53:25,6/30/2016 23:56:23,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,16026,Subscriber,1972,1
93,6/30/2016 23:53:26,6/30/2016 23:55:00,307,Canal St & Rutgers St,40.71427487,-73.98990025,295,Pike St & E Broadway,40.71406667,-73.99293911,16429,Subscriber,1988,1
522,6/30/2016 23:53:29,7/1/2016 00:02:11,326,E 11 St & 1 Ave,40.72953837,-73.98426726,116,W 17 St & 8 Ave,40.74177603,-74.00149746,21992,Subscriber,1980,1
219,6/30/2016 23:53:41,6/30/2016 23:57:20,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,22471,Subscriber,1981,1
391,6/30/2016 23:53:54,7/1/2016 00:00:25,3084,Devoe St & Leonard St,40.71348658,-73.94792458,3080,S 4 St & Rodney St,40.70934,-73.95608,20922,Subscriber,1991,2
591,6/30/2016 23:53:58,7/1/2016 00:03:49,546,E 30 St & Park Ave S,40.74444921,-73.98303529,519,Pershing Square North,40.751873,-73.977706,22606,Subscriber,1963,1
400,6/30/2016 23:54:02,7/1/2016 00:00:42,494,W 26 St & 8 Ave,40.74734825,-73.99723551,2012,E 27 St & 1 Ave,40.739445,-73.976806,21234,Subscriber,1979,1
264,6/30/2016 23:54:06,6/30/2016 23:58:31,3167,Amsterdam Ave & W 73 St,40.7796680900731,-73.9809304475784,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,19039,Subscriber,1979,1
486,6/30/2016 23:54:10,7/1/2016 00:02:17,243,Fulton St & Rockwell Pl,40.688226,-73.979382,384,Fulton St & Washington Ave,40.683048,-73.964915,22438,Subscriber,1978,2
315,6/30/2016 23:54:10,6/30/2016 23:59:25,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,23032,Subscriber,1975,1
3008,6/30/2016 23:54:14,7/1/2016 00:44:22,467,Dean St & 4 Ave,40.68312489,-73.97895137,3100,Nassau Ave & Newell St,40.7248125644002,-73.947526216507,25589,Subscriber,1985,2
468,6/30/2016 23:54:21,7/1/2016 00:02:10,346,Bank St & Hudson St,40.73652889,-74.00618026,329,Greenwich St & N Moore St,40.72043411,-74.01020609,25981,Subscriber,1986,1
727,6/30/2016 23:54:27,7/1/2016 00:06:35,128,MacDougal St & Prince St,40.72710258,-74.00297088,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17109,Subscriber,1992,2
671,6/30/2016 23:54:32,7/1/2016 00:05:43,79,Franklin St & W Broadway,40.71911552,-74.00666661,346,Bank St & Hudson St,40.73652889,-74.00618026,21435,Customer,,0
474,6/30/2016 23:54:33,7/1/2016 00:02:27,446,W 24 St & 7 Ave,40.74487634,-73.99529885,335,Washington Pl & Broadway,40.72903917,-73.99404649,22641,Subscriber,1991,1
1775,6/30/2016 23:54:33,7/1/2016 00:24:09,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,530,11 Ave & W 59 St,40.771522,-73.990541,15796,Subscriber,1989,1
1630,6/30/2016 23:54:41,7/1/2016 00:21:52,449,W 52 St & 9 Ave,40.76461837,-73.98789473,509,9 Ave & W 22 St,40.7454973,-74.00197139,16254,Subscriber,1991,1
1409,6/30/2016 23:54:42,7/1/2016 00:18:12,2003,1 Ave & E 18 St,40.7338121919663,-73.9805442094803,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20637,Subscriber,1973,2
591,6/30/2016 23:54:42,7/1/2016 00:04:33,346,Bank St & Hudson St,40.73652889,-74.00618026,426,West St & Chambers St,40.71754834,-74.01322069,19521,Subscriber,1986,1
484,6/30/2016 23:54:42,7/1/2016 00:02:46,3114,India St & East River,40.73165141,-73.96161892,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,19437,Subscriber,1991,1
1165,6/30/2016 23:54:52,7/1/2016 00:14:18,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,478,11 Ave & W 41 St,40.76030096,-73.99884222,25766,Subscriber,1989,1
620,6/30/2016 23:54:53,7/1/2016 00:05:13,151,Cleveland Pl & Spring St,40.722103786686,-73.997249007225,304,Broadway & Battery Pl,40.70463334,-74.01361706,14632,Subscriber,1978,2
